Name,Color,Rarity,# GP,% GP,GP WR,# OH,OH WR
Screaming Swarm,U,U,2610,62.6%,55.2%,452,
Timberland Guide,G,C,3875,45.9%,55.1%,765,56.7%
Overgrown Farmland,,R,1025,44.6%,55.1%,223,
Ghoulish Procession,B,U,860,37.1%,55.1%,150,
Contortionist Troupe,G,U,3140,84.4%,55.1%,579,53.5%
"Grolnok, the Omnivore",UG,R,1256,41.5%,55.1%,235,
Markov Retribution,R,U,1572,43.0%,55.1%,281,
Cloaked Cadet,G,U,1166,46.0%,55.1%,194,
Gryffwing Cavalry,W,U,1473,67.6%,55.1%,274,
Dreamroot Cascade,,R,1127,45.0%,55.0%,218,
Unruly Mob,W,C,2067,32.2%,55.0%,401,
Investigator's Journal,,R,1617,68.5%,55.0%,278,
Gutter Skulker,U,U,2824,59.2%,55.0%,483,
Toxic Scorpion,G,C,4015,50.2%,54.9%,737,51.3%
Stormrider Spirit,U,C,2485,21.9%,54.9%,385,
Sanguine Statuette,R,U,676,20.2%,54.9%,122,
Can't Stay Away,WB,R,1032,40.4%,54.8%,163,
Ceremonial Knife,,C,5134,39.1%,54.8%,855,51.1%
Pack's Betrayal,R,C,853,10.4%,54.7%,146,
Skywarp Skaab,U,C,2571,25.5%,54.7%,421,
Necroduality,U,M,881,54.1%,54.7%,120,
Morkrut Behemoth,B,C,2727,37.6%,54.7%,449,
"Vadrik, Astral Archmage",UR,R,1423,45.8%,54.7%,259,
Lightning Wolf,R,C,765,9.8%,54.6%,113,
Curse of Surveillance,U,R,1719,52.4%,54.6%,304,
Abandon the Post,R,C,1911,18.5%,54.5%,307,
Ragged Recluse,B,C,5194,42.8%,54.5%,1015,54.6%
Crushing Canopy,G,C,747,9.3%,54.5%,107,
Candlelit Cavalry,G,C,2491,30.0%,54.5%,429,
Rural Recruit,G,C,1480,19.8%,54.5%,273,
Ancient Lumberknot,BG,U,1067,32.9%,54.5%,201,
Soulcipher Board,U,U,810,18.5%,54.4%,146,
Unholy Officiant,W,C,689,10.3%,54.4%,128,
Magma Pummeler,R,U,945,39.1%,54.4%,154,
Aim for the Head,B,C,664,7.8%,54.4%,114,
Moldgraf Millipede,G,C,2007,22.8%,54.4%,371,
Locked in the Cemetery,U,C,4043,43.6%,54.3%,722,51.9%
Wanderlight Spirit,U,C,1619,18.9%,54.3%,287,
Nature's Embrace,G,C,827,11.8%,54.3%,164,
Vampire's Kiss,B,C,923,12.0%,54.3%,174,
Weary Prisoner,R,C,853,12.2%,54.3%,144,
Village Watch,R,U,1327,40.0%,54.3%,227,
Nebelgast Beguiler,W,C,866,9.6%,54.2%,142,
Bloodsworn Squire,B,U,723,28.2%,54.1%,118,
Vivisection,U,U,1008,27.0%,54.1%,147,
Dryad's Revival,G,U,1407,40.5%,54.0%,241,
Tireless Hauler,G,C,3523,47.5%,54.0%,605,53.1%
Slaughter Specialist,B,R,1809,85.2%,53.8%,340,
Path to the Festival,G,C,2074,27.1%,53.8%,389,
Honored Heirloom,,C,2901,30.5%,53.8%,547,48.6%
Witness the Future,U,U,1529,34.5%,53.6%,250,
Arcane Infusion,UR,U,864,20.1%,53.6%,161,
Howl of the Hunt,G,C,1243,19.8%,53.6%,222,
Celestus Sanctifier,W,C,1246,16.0%,53.5%,223,
Purifying Dragon,R,U,1729,63.9%,53.5%,309,
Ritual Guardian,W,C,1637,20.9%,53.5%,273,
Spiked Ripsaw,G,U,1324,36.0%,53.3%,197,
Innocent Traveler,B,U,2000,60.0%,53.3%,366,
Grizzly Ghoul,BG,U,817,30.6%,53.2%,145,
Sawblade Slinger,G,U,1452,47.1%,53.1%,249,
Patchwork Crawler,U,R,741,37.3%,53.0%,121,
Unnatural Growth,G,R,1346,65.6%,52.9%,204,
Laid to Rest,G,U,823,31.4%,52.9%,127,
Turn the Earth,G,U,508,14.8%,52.8%,75,
Mysterious Tome,U,U,1462,33.2%,52.6%,261,
Tavern Ruffian,R,C,1285,16.7%,52.5%,223,
Sigarda's Splendor,W,R,870,47.2%,52.5%,145,
Willow Geist,G,R,766,35.1%,52.2%,130,
Pyre Spawn,R,C,746,9.4%,52.1%,115,
Serpentine Ambush,U,C,836,8.5%,51.8%,130,
Sigarda's Summons,W,R,535,29.5%,51.8%,88,
Mystic Skull,,U,868,26.1%,51.3%,158,
Old Stickfingers,BG,R,610,29.9%,51.1%,89,
Dreadlight Monstrosity,U,C,1131,12.1%,51.1%,180,
Heirloom Mirror,B,U,517,17.1%,51.1%,92,
Howling Moon,G,R,813,51.5%,50.6%,144,
Component Collector,U,C,740,7.0%,49.9%,139,
Curse of Hospitality,R,R,773,47.6%,49.2%,138,
Cathar's Call,W,U,472,28.6%,,77,
Curse of Silence,W,R,9,0.3%,,1,
Hedgewitch's Mask,W,C,242,3.5%,,35,
Thraben Exorcism,W,C,63,0.8%,,11,
Duress,B,C,215,3.5%,,24,
Necrosynthesis,B,U,154,9.5%,,24,
Curse of Shaken Faith,R,R,100,5.6%,,16,
Bramble Armor,G,C,187,2.6%,,35,
Plummet,G,C,228,3.1%,,29,
Return to Nature,G,C,126,1.7%,,29,
Dire-Strain Rampage,RG,R,180,8.1%,,29,
Ghoulcaller's Harvest,BG,R,337,16.1%,,51,
Hallowed Respite,WU,R,491,19.5%,,80,
Rite of Harmony,WG,R,93,4.2%,,17,
Wake to Slaughter,BR,R,311,15.1%,,45,
Moonsilver Key,,U,195,5.7%,,38,
Pithing Needle,,R,11,0.4%,,0,
Stuffed Bear,,C,90,1.4%,,7,
Field of Ruin,,U,109,3.9%,,18,
Hostile Hostel,,M,355,47.1%,,51,
Bride's Gown,W,U,104,3.5%,,8,
Dawnhart Geist,W,U,394,12.4%,,74,
Hallowed Haunting,W,M,300,25.3%,,45,
Ollenbock Escort,W,U,466,18.1%,,76,
Radiant Grace,W,U,278,8.8%,,44,
Sanctify,W,C,35,0.5%,,7,
Supernatural Rescue,W,C,452,5.7%,,70,
Consuming Tide,U,R,210,11.6%,,35,
Winged Portent,U,R,224,8.6%,,33,
Demonic Bargain,B,R,10,0.3%,,0,
Dread Fugue,B,U,230,9.7%,,31,
Dying to Serve,B,R,239,11.7%,,42,
Groom's Finery,B,U,137,4.5%,,19,
Skulking Killer,B,U,327,12.8%,,58,
Unhallowed Phalanx,B,C,445,6.3%,,69,
Change of Fortune,R,R,5,0.2%,,1,
End the Festivities,R,C,266,3.4%,,62,
Frenzied Devils,R,U,358,11.1%,,55,
Honeymoon Hearse,R,U,261,9.0%,,41,
Into the Night,R,U,87,2.9%,,17,
Bramble Armor,G,C,253,3.2%,,45,
Cartographer's Survey,G,U,178,7.2%,,28,
Crawling Infestation,G,U,405,13.5%,,70,
Cultivator Colossus,G,M,476,68.5%,,80,
Sheltering Boughs,G,C,182,2.8%,,24,
Splendid Reclamation,G,R,18,0.7%,,2,
"Kaya, Geist Hunter",WB,M,201,33.7%,,36,
Boarded Window,,U,106,4.3%,,16,
Lantern of the Lost,,U,80,2.2%,,19,
Archangel of Wrath,W,R,45594,92.6%,61.1%,7859,65.4%
"Sheoldred, the Apocalypse",B,M,22485,92.9%,60.6%,3914,68.1%
"Squee, Dubious Monarch",R,R,41513,90.1%,60.2%,7299,67.1%
Serra Paragon,W,M,21065,90.2%,59.8%,3616,62.4%
Wingmantle Chaplain,W,U,139232,77.4%,59.7%,24094,61.2%
Guardian of New Benalia,W,R,40307,89.1%,59.5%,7474,67.1%
Sphinx of Clear Skies,U,M,24740,93.2%,59.3%,4253,65.4%
The Elder Dragon War,R,R,44268,89.2%,59.2%,7884,63.6%
Herd Migration,G,R,48328,90.4%,58.9%,8389,61.5%
Nishoba Brawler,G,U,145543,90.7%,58.7%,26324,65.5%
Take Up the Shield,W,C,288193,77.1%,58.6%,48226,59.0%
Valiant Veteran,W,R,31273,81.5%,58.6%,5609,61.2%
Keldon Strike Team,R,C,218798,66.4%,58.6%,37706,58.6%
Phyrexian Missionary,W,U,136648,91.8%,58.6%,24722,60.9%
Knight of Dawn's Light,W,U,125697,89.5%,58.6%,23030,62.1%
Argivian Cavalier,W,C,330397,88.3%,58.5%,59363,60.4%
Llanowar Greenwidow,G,R,43947,91.4%,58.5%,8037,64.9%
The Weatherseed Treaty,G,U,140495,89.7%,58.4%,25320,63.5%
Anointed Peacekeeper,W,R,38887,89.1%,58.4%,7001,63.4%
Shield-Wall Sentinel,,C,196259,46.5%,58.4%,33770,58.9%
Quirion Beastcaller,G,R,40129,89.2%,58.4%,7128,67.8%
Micromancer,U,U,172587,83.9%,58.3%,29362,60.0%
Prayer of Binding,W,U,127484,92.8%,58.3%,21501,58.2%
Destroy Evil,W,C,290042,83.3%,58.2%,48801,57.9%
Haughty Djinn,U,R,45697,89.6%,58.2%,8061,60.5%
Vodalian Mindsinger,U,R,48993,90.3%,58.1%,8311,59.5%
Fires of Victory,R,U,140556,85.7%,58.1%,24638,59.2%
Tolarian Geyser,U,C,500953,90.1%,58.1%,87510,57.3%
Radha's Firebrand,R,R,39302,88.8%,58.1%,7158,62.9%
Love Song of Night and Day,W,U,93865,74.8%,58.1%,16497,58.3%
Rona's Vortex,U,U,158207,89.4%,58.0%,27147,57.3%
Shivan Devastator,R,M,22868,95.4%,58.0%,3969,59.6%
Sprouting Goblin,R,U,118847,81.6%,58.0%,21312,59.6%
Resolute Reinforcements,W,U,99793,87.8%,57.8%,18165,59.7%
Walking Bulwark,,U,69816,53.5%,57.8%,12712,58.3%
"Danitha, Benalia's Hope",W,R,43217,94.8%,57.7%,7332,58.4%
Clockwork Drawbridge,W,C,96355,34.9%,57.7%,17109,56.5%
Yavimaya Iconoclast,G,U,108182,83.8%,57.7%,19597,60.7%
Ertai Resurrected,UB,R,40576,85.1%,57.7%,6736,58.4%
Benalish Sleeper,W,C,201420,69.3%,57.7%,36094,58.1%
Heroic Charge,W,C,178616,54.6%,57.6%,28373,54.9%
Protect the Negotiators,U,U,88946,60.8%,57.6%,15322,59.6%
Hurloon Battle Hymn,R,U,131104,93.1%,57.6%,22721,57.7%
Drag to the Bottom,B,R,41772,84.9%,57.6%,7222,60.9%
Leyline Binding,W,R,41850,91.0%,57.6%,7023,58.4%
Citizen's Arrest,W,C,250088,87.1%,57.5%,42049,56.3%
Argivian Phalanx,W,C,214278,74.6%,57.5%,35393,56.3%
"Baird, Argivian Recruiter",WR,U,74276,71.6%,57.5%,13131,59.8%
"Nemata, Primeval Warden",BG,R,43209,89.2%,57.5%,7466,60.0%
Lightning Strike,R,C,340869,93.2%,57.4%,59580,57.6%
Electrostatic Infantry,R,U,114180,84.9%,57.4%,20593,60.4%
"Rith, Liberated Primeval",WRG,M,18722,83.7%,57.3%,3225,60.9%
Aether Channeler,U,R,48465,92.9%,57.3%,8648,58.9%
"Jaya, Fiery Negotiator",R,M,18872,87.7%,57.3%,3283,62.8%
"Tori D'Avenant, Fury Rider",WR,U,58507,67.1%,57.3%,9749,55.6%
"Tatyova, Steward of Tides",UG,U,132098,86.0%,57.3%,22253,57.7%
"Elas il-Kor, Sadistic Pilgrim",WB,U,92825,80.6%,57.3%,16213,60.0%
Phyrexian Espionage,U,C,328426,72.6%,57.2%,57138,57.2%
Llanowar Loamspeaker,G,R,38052,88.3%,57.2%,7019,65.2%
Sol'kanar the Tainted,UBR,M,18257,77.9%,57.2%,3023,59.3%
Goblin Picker,R,C,175204,53.8%,57.2%,32090,57.9%
Evolved Sleeper,B,R,38994,88.5%,57.2%,7061,62.9%
King Darien XLVIII,WG,R,37823,87.8%,57.2%,6696,59.4%
"Balmor, Battlemage Captain",UR,U,114313,76.0%,57.2%,19792,60.5%
Impulse,U,C,306599,72.2%,57.1%,55035,57.3%
The Cruelty of Gix,B,R,43800,90.1%,57.1%,7384,59.3%
Essence Scatter,U,C,415249,85.5%,57.1%,72806,58.5%
Captain's Call,W,C,246453,77.7%,57.1%,42184,56.0%
Samite Herbalist,W,C,163658,61.4%,57.1%,29752,58.1%
Defiler of Instinct,R,R,35182,84.8%,57.0%,6078,59.6%
Tail Swipe,G,U,109287,87.0%,57.0%,18249,56.6%
Territorial Maro,G,U,121198,86.8%,57.0%,20364,57.8%
Flowstone Infusion,R,C,294098,78.6%,57.0%,51003,57.3%
Cleaving Skyrider,W,U,88148,81.5%,57.0%,15267,55.3%
Temporal Firestorm,R,R,38562,80.2%,57.0%,6487,57.4%
Yavimaya Steelcrusher,R,C,177558,56.9%,57.0%,32058,57.3%
Battlewing Mystic,U,U,132165,85.6%,56.9%,23497,57.4%
Gaea's Might,G,C,209906,58.0%,56.9%,35152,56.3%
"Raff, Weatherlight Stalwart",WU,U,112442,73.8%,56.9%,19555,58.9%
Defiler of Vigor,G,R,38729,87.2%,56.9%,6480,59.5%
Silver Scrutiny,U,R,40628,85.6%,56.8%,6757,55.1%
Keldon Flamesage,R,R,38746,85.0%,56.8%,6830,60.6%
Charismatic Vanguard,W,C,138019,52.7%,56.8%,24017,54.8%
Knight of Dusk's Shadow,B,U,117163,89.0%,56.8%,21242,59.7%
Talas Lookout,U,C,356731,86.2%,56.8%,60601,56.9%
Tolarian Terror,U,C,409195,87.8%,56.8%,68045,54.8%
Mossbeard Ancient,G,U,118150,86.0%,56.8%,19132,55.5%
Furious Bellow,R,C,128986,44.6%,56.7%,21271,55.2%
"Astor, Bearer of Blades",WR,R,6964,24.2%,56.7%,1144,56.5%
Sacred Peaks,,C,324001,88.6%,56.7%,58105,58.2%
Meria's Outrider,R,C,299977,79.1%,56.7%,49867,55.3%
Strength of the Coalition,G,U,75952,64.7%,56.6%,12676,55.6%
Sunbathing Rootwalla,G,C,321468,85.9%,56.6%,57560,57.3%
Tear Asunder,G,U,121058,87.7%,56.6%,20855,56.0%
Urborg Repossession,B,C,350229,80.3%,56.6%,58026,53.3%
Vineshaper Prodigy,G,C,274719,76.4%,56.6%,48578,55.4%
Flowstone Kavu,R,C,203456,64.6%,56.6%,35720,56.8%
Magnigoth Sentry,G,C,240573,79.4%,56.6%,41326,56.6%
Extinguish the Light,B,C,308388,90.6%,56.6%,51702,56.0%
"Vohar, Vodalian Desecrator",UB,U,104404,69.4%,56.6%,18186,58.5%
Benalish Faithbonder,W,C,112606,43.6%,56.5%,20423,55.8%
Crystal Grotto,,C,268417,80.5%,56.5%,49133,55.9%
Timely Interference,U,C,299861,65.5%,56.5%,51962,55.2%
Colossal Growth,G,C,128941,43.0%,56.4%,21242,55.2%
Idyllic Beachfront,,C,368526,89.0%,56.4%,67074,58.3%
Griffin Protector,W,C,183064,71.3%,56.4%,30826,54.8%
Caves of Koilos,,R,21780,72.3%,56.4%,3972,57.6%
Sunlit Marsh,,C,342608,91.0%,56.3%,61892,57.6%
Molten Tributary,,C,371728,88.9%,56.3%,67782,57.5%
Frostfist Strider,U,U,132266,86.5%,56.3%,21982,55.2%
Bite Down,G,C,243291,85.1%,56.3%,40844,55.1%
Radiant Grove,,C,325050,89.0%,56.3%,59333,57.9%
Cult Conscript,B,U,105169,84.2%,56.3%,18675,61.3%
Coalition Warbrute,R,C,131013,50.1%,56.2%,21813,55.8%
Phoenix Chick,R,U,59451,67.0%,56.2%,10605,57.4%
Cut Down,B,U,105999,90.6%,56.2%,18554,56.9%
Bortuk Bonerattle,BG,U,131539,88.7%,56.2%,21435,54.3%
Tribute to Urborg,B,C,340672,84.9%,56.2%,59531,55.1%
Mesa Cavalier,W,C,176687,66.1%,56.2%,31237,54.8%
Tangled Islet,,C,367480,89.0%,56.2%,67439,57.7%
Haunted Mire,,C,356868,90.8%,56.2%,65290,57.3%
Contaminated Aquifer,,C,382491,90.4%,56.2%,69306,57.7%
Ghitu Amplifier,R,C,244407,65.6%,56.2%,43473,55.0%
Wooded Ridgeline,,C,316165,86.9%,56.1%,57909,57.3%
Defiler of Faith,W,R,32156,85.6%,56.1%,5375,57.3%
"Aron, Benalia's Ruin",WB,U,71970,73.1%,56.1%,12176,55.3%
Silverback Elder,G,M,17451,85.4%,56.1%,2884,58.0%
Yavimaya Sojourner,G,C,207803,66.0%,56.1%,34965,55.3%
Phyrexian Rager,B,C,348742,90.6%,56.1%,63136,57.1%
Geothermal Bog,,C,318856,86.6%,56.1%,57384,57.1%
Shore Up,U,C,276007,71.2%,56.1%,46062,54.8%
Coral Colony,U,U,81668,57.8%,56.1%,14547,56.3%
Automatic Librarian,,C,110308,35.4%,56.1%,20052,55.5%
Eerie Soultender,B,C,268785,67.5%,56.1%,47329,56.1%
Runic Shot,W,U,90712,82.0%,56.1%,15572,55.0%
Blight Pile,B,U,96002,72.6%,56.0%,17172,55.8%
Shadow Prophecy,B,C,196759,56.0%,56.0%,34050,55.6%
Floriferous Vinewall,G,C,274633,77.5%,55.9%,50273,56.5%
"Shanna, Purifying Blade",WUG,M,14513,73.1%,55.9%,2464,59.1%
Liliana of the Veil,B,M,16307,83.0%,55.8%,2810,60.4%
Thrill of Possibility,R,C,97599,32.4%,55.8%,17510,54.8%
Braids's Frightful Return,B,U,64449,65.6%,55.8%,11096,53.5%
Gibbering Barricade,B,C,220202,62.3%,55.8%,38684,54.4%
Ertai's Scorn,U,U,50970,45.6%,55.8%,8663,55.4%
Balduvian Berserker,R,U,76838,77.8%,55.7%,13338,53.6%
Bog Badger,G,C,121346,43.9%,55.7%,21183,54.9%
Join Forces,W,U,41864,48.3%,55.7%,6876,52.8%
Phyrexian Warhorse,B,C,163603,54.9%,55.6%,27473,54.2%
Artillery Blast,W,C,139452,53.3%,55.6%,23964,53.9%
Sulfurous Springs,,R,18900,64.0%,55.6%,3476,55.6%
Yavimaya Coast,,R,21132,66.1%,55.6%,3826,54.7%
Shivan Reef,,R,22834,68.1%,55.6%,4196,56.2%
"Nael, Avizoa Aeronaut",UG,U,106734,83.2%,55.5%,18150,55.1%
Hurler Cyclops,R,U,50127,49.7%,55.5%,8286,52.7%
Juniper Order Rootweaver,W,C,100840,39.8%,55.5%,18162,54.9%
Karn's Sylex,,M,14010,77.6%,55.5%,2523,54.9%
"Uurg, Spawn of Turg",BG,U,75125,61.7%,55.5%,12843,55.4%
Adarkar Wastes,,R,22583,68.7%,55.4%,4129,56.1%
Battlefly Swarm,B,C,128374,53.0%,55.4%,22801,56.6%
Defiler of Dreams,U,R,38220,86.4%,55.3%,6408,53.9%
Splatter Goblin,B,C,201596,68.3%,55.3%,35756,56.2%
Karplusan Forest,,R,17865,60.6%,55.3%,3251,54.4%
"Braids, Arisen Nightmare",B,R,31549,84.8%,55.3%,5549,56.6%
Joint Exploration,U,U,78020,63.2%,55.3%,14079,54.0%
Salvaged Manaworker,,C,145447,44.6%,55.2%,27291,55.8%
Twinferno,R,U,53987,55.2%,55.2%,8908,52.5%
Phyrexian Vivisector,B,C,189217,66.6%,55.2%,34167,55.8%
Warhost's Frenzy,R,U,34987,35.7%,55.2%,5746,51.3%
Shadow-Rite Priest,B,R,13267,43.0%,55.1%,2402,57.1%
"Radha, Coalition Warlord",RG,U,65260,73.6%,55.1%,11023,53.8%
Stall for Time,W,C,136437,44.8%,55.1%,23057,52.0%
Viashino Branchrider,R,C,73458,29.1%,55.1%,13023,53.5%
Soul of Windgrace,BRG,M,15938,79.1%,55.1%,2583,54.9%
Dragon Whelp,R,U,70679,73.3%,55.1%,11909,53.1%
Vanquisher's Axe,,C,18492,7.6%,55.0%,3199,51.1%
Soaring Drake,U,C,225247,71.1%,55.0%,39557,54.5%
Bone Splinters,B,C,186249,64.6%,55.0%,30956,51.7%
"Ivy, Gleeful Spellthief",UG,R,16406,49.7%,55.0%,2774,56.9%
Pixie Illusionist,U,C,163116,50.1%,54.9%,29184,55.7%
Molten Monstrosity,R,C,125762,47.3%,54.9%,20551,52.5%
"Rulik Mons, Warren Chief",RG,U,56291,68.2%,54.9%,9461,53.7%
Hammerhand,R,C,19946,7.8%,54.9%,3310,50.8%
Academy Wall,U,C,176873,49.3%,54.8%,30959,54.3%
Haunting Figment,U,C,198968,56.5%,54.8%,35461,55.2%
Defiler of Flesh,B,R,32163,84.3%,54.8%,5453,55.9%
Choking Miasma,B,U,60818,60.2%,54.7%,10390,53.4%
Yotia Declares War,R,U,5284,5.7%,54.7%,972,53.6%
Hero's Heirloom,,U,18867,23.2%,54.7%,3178,52.2%
Coalition Skyknight,W,U,34498,49.4%,54.6%,5805,51.5%
Deathbloom Gardener,G,C,177284,74.9%,54.6%,31681,54.1%
Pilfer,B,U,34461,36.7%,54.6%,6069,55.3%
Negate,U,C,55308,19.1%,54.6%,9296,52.9%
Jaya's Firenado,R,C,90756,37.9%,54.5%,15013,51.4%
"Najal, the Storm Runner",UR,U,68667,60.4%,54.5%,11497,51.5%
Writhing Necromass,B,C,225337,71.4%,54.5%,37685,51.4%
"Tura Kennerüd, Skyknight",WU,U,60694,62.0%,54.5%,10051,52.2%
"Karn, Living Legacy",,M,15026,78.2%,54.5%,2552,52.8%
"Ajani, Sleeper Agent",WG,M,15056,81.3%,54.5%,2606,54.5%
Elvish Hydromancer,G,U,74308,71.1%,54.5%,12671,51.8%
The Raven Man,B,R,26983,84.8%,54.4%,4814,55.2%
Linebreaker Baloth,G,U,66282,75.9%,54.3%,11006,51.6%
Meteorite,,C,34408,12.0%,54.3%,5926,51.7%
Jodah's Codex,,U,79536,66.9%,54.2%,13269,51.9%
Relic of Legends,,U,40694,43.9%,54.2%,7507,54.7%
Toxic Abomination,B,C,55976,21.9%,54.1%,10072,54.8%
Elfhame Wurm,G,C,135149,57.7%,54.1%,22560,52.3%
Queen Allenal of Ruadach,WG,U,44712,56.3%,54.1%,7662,52.7%
Sengir Connoisseur,B,U,52013,74.9%,54.1%,8593,51.8%
Hexbane Tortoise,G,C,45242,19.7%,54.0%,7907,53.2%
"Lagomos, Hand of Hatred",BR,U,56088,66.0%,54.0%,9707,56.0%
Impede Momentum,U,C,88402,32.6%,54.0%,15313,50.0%
Urborg Lhurgoyf,G,R,23982,74.9%,54.0%,4249,52.4%
Battle-Rage Blessing,B,C,68755,28.7%,54.0%,11381,51.5%
Scout the Wilderness,G,C,141959,54.7%,53.9%,25464,52.3%
"Zar Ojanen, Scion of Efrava",WG,U,65290,75.6%,53.9%,10944,50.5%
Monstrous War-Leech,B,U,62837,51.8%,53.9%,10616,52.0%
Thran Portal,,R,15809,58.8%,53.8%,2912,52.2%
"Meria, Scholar of Antiquity",RG,R,5067,16.8%,53.7%,899,54.3%
Volshe Tideturner,U,C,63912,21.2%,53.7%,11411,53.2%
Shalai's Acolyte,W,U,45653,62.3%,53.7%,7606,50.4%
Golden Argosy,,R,24710,65.0%,53.7%,4099,51.9%
Threats Undetected,G,R,12995,44.7%,53.7%,2228,52.0%
Snarespinner,G,C,52818,22.7%,53.6%,9450,52.0%
In Thrall to the Pit,R,C,46797,17.7%,53.5%,7770,51.0%
Rivaz of the Claw,BR,R,8814,32.4%,53.5%,1535,54.5%
Slimefoot's Survey,G,U,24835,28.0%,53.4%,4151,51.0%
Aggressive Sabotage,B,C,37347,14.7%,53.4%,6356,53.0%
"Stenn, Paranoid Partisan",WU,R,10389,34.2%,53.4%,1798,54.3%
"Jhoira, Ageless Innovator",UR,R,4423,12.6%,53.4%,790,52.4%
"Rona, Sheoldred's Faithful",UB,U,49651,47.7%,53.3%,8330,51.4%
Plaza of Heroes,,R,10176,36.7%,53.3%,1759,52.4%
"Garna, Bloodfist of Keld",BR,U,45930,57.0%,53.3%,7678,51.5%
Balduvian Atrocity,B,U,47069,52.2%,53.2%,8160,51.0%
Voda Sea Scavenger,U,C,70876,25.2%,53.2%,12400,52.6%
Inscribed Tablet,,U,20219,21.6%,53.2%,3865,50.9%
Djinn of the Fountain,U,U,57535,62.4%,53.1%,9619,50.4%
Ratadrabik of Urborg,WB,R,14137,53.7%,53.1%,2377,50.9%
Rundvelt Hordemaster,R,R,1816,6.2%,52.9%,336,
Llanowar Stalker,G,C,17333,7.6%,52.9%,3106,52.3%
"Zur, Eternal Schemer",WUB,M,1150,9.4%,52.9%,216,
Tattered Apparition,B,C,43794,19.6%,52.9%,7396,49.6%
Barkweave Crusher,G,C,31759,13.2%,52.8%,5261,50.4%
Academy Loremaster,U,R,8639,24.9%,52.7%,1436,54.0%
Founding the Third Path,U,U,16015,16.4%,52.6%,2774,46.5%
Tidepool Turtle,U,C,21039,7.2%,52.2%,3563,50.2%
Sheoldred's Restoration,B,U,18455,23.7%,52.1%,3101,46.1%
Weatherlight Compleated,,M,8233,69.7%,52.0%,1542,49.7%
"Jodah, the Unifier",WUBRG,M,6898,42.4%,52.0%,1170,50.7%
Combat Research,U,U,20766,27.2%,51.9%,3420,52.2%
Stronghold Arena,B,R,12867,49.4%,51.9%,2232,49.4%
Smash to Dust,R,C,12352,5.0%,51.7%,2068,48.7%
Broken Wings,G,C,15840,6.8%,51.6%,2680,48.2%
Temporary Lockdown,W,R,3353,15.1%,50.9%,567,45.0%
The World Spell,G,M,3049,25.7%,50.7%,515,44.9%
Leaf-Crowned Visionary,G,R,4974,19.1%,50.6%,869,50.5%
Vesuvan Duplimancy,U,M,8090,45.1%,50.4%,1411,47.9%
The Phasing of Zhalfir,U,R,5783,20.9%,50.4%,937,43.3%
Timeless Lotus,,M,4536,29.9%,50.1%,772,48.2%
Vodalian Hexcatcher,U,R,2628,8.8%,49.0%,458,
Chaotic Transformation,R,R,563,1.6%,43.5%,77,
Urza Assembles the Titans,W,R,114,0.3%,,14,
Siege-Gang Commander,R,R,3287,84.7%,60.6%,565,66.5%
Benalish Marshal,W,R,2011,79.8%,60.6%,353,
"Adeliz, the Cinder Wind",UR,U,7624,75.7%,60.0%,1445,63.3%
"Teferi, Hero of Dominaria",WU,M,1521,91.1%,59.6%,293,
Academy Journeymage,U,C,24654,85.7%,59.6%,4886,60.7%
Verix Bladewing,R,M,1993,89.2%,59.3%,352,
"Karn, Scion of Urza",,M,1652,99.6%,59.3%,303,
In Bolas's Clutches,U,U,10727,89.9%,59.2%,1788,61.5%
Merfolk Trickster,U,U,9180,86.9%,59.1%,1650,58.7%
On Serra's Wings,W,U,8052,87.8%,59.1%,1418,62.9%
Lyra Dawnbringer,W,M,1940,91.9%,59.1%,349,
Knight of Grace,W,U,7268,87.4%,59.1%,1378,64.4%
"Naban, Dean of Iteration",U,R,4011,78.6%,59.1%,739,62.4%
Fight with Fire,R,U,9852,87.9%,59.1%,1851,59.0%
Rite of Belzenlok,B,R,2842,84.6%,58.9%,473,
Memorial to Glory,,U,7275,78.3%,58.9%,1412,60.5%
Ghitu Lavarunner,R,C,14858,65.2%,58.8%,3016,63.2%
Syncopate,U,C,18634,69.9%,58.7%,3342,61.0%
Blink of an Eye,U,C,26025,87.6%,58.6%,5295,58.4%
History of Benalia,W,M,1316,85.3%,58.5%,223,
Firefist Adept,R,U,7972,73.0%,58.5%,1375,59.3%
Call the Cavalry,W,C,14393,70.9%,58.4%,2805,58.1%
Goblin Chainwhirler,R,R,1768,66.1%,58.4%,270,
Serra Angel,W,U,6797,86.5%,58.4%,1208,57.9%
Memorial to Genius,,U,11014,87.6%,58.4%,2060,62.8%
Goblin Barrage,R,U,7799,76.8%,58.4%,1406,56.6%
Ghitu Journeymage,R,C,17818,75.1%,58.3%,3713,59.2%
Knight of New Benalia,W,C,10515,56.7%,58.3%,2120,58.9%
Wizard's Lightning,R,U,8967,86.3%,58.3%,1675,58.4%
Mesa Unicorn,W,C,16765,82.0%,58.2%,3334,62.1%
Tempest Djinn,U,R,2541,75.9%,58.2%,412,
"Danitha Capashen, Paragon",W,U,5902,87.7%,58.1%,1092,59.9%
Pegasus Courser,W,C,16300,82.8%,58.0%,3256,58.3%
Adamant Will,W,C,9312,53.6%,58.0%,1586,55.6%
Cloudreader Sphinx,U,C,25027,85.7%,57.9%,4851,57.0%
Opt,U,C,16699,69.1%,57.8%,3150,57.9%
Gideon's Reproach,W,C,12765,77.7%,57.7%,2490,56.5%
